flare_id,log,n_flashes,flare_len_s,beacon_id,night,since_dusk_s,glyph,shape_id,flourish,region,cluster,cluster_num,date_seen
FLR-07283,LAMP,5,0.3086916,1,N-029,538.6839,,4,0,,,,
FLR-07284,RIDGE,5,1.086072,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-07285,RIDGE,5,1.0353,0,,,5R3,,,R2,K,5,02/06/2012
FLR-07286,RIDGE,5,0.312,0,,,5R1,,,R1,D,2,06/02/2010
FLR-07287,LAMP,5,1.2414952,1,N-014,1058.234,,2,0,,,,
FLR-07288,RIDGE,5,0.4993084,0,,,5R2,,,R1,U,11,26/03/2015
FLR-07289,RIDGE,5,1.1657334,5759,,,1+1+3,,,R1,S,9,29-04-2014
FLR-07290,LAMP,5,1.4440084,1,N-042,118.4548,,2,0,,,,
FLR-07291,RIDGE,5,0.3266,5586,,,5R1,,,R1,A,1,02-03-2015
FLR-07292,LAMP,5,0.327325,1,N-024,7873.3979,,4,0,,,,
FLR-07293,RIDGE,4,0.3980313,0,,,4R1,,,R1,A,1,02/03/2015
FLR-07294,RIDGE,6,0.47,0,,,6i,,,R1,A,1,26/03/2010
FLR-07295,RIDGE,5,1.1811667,0,,,5R3,,,R2,ZZZ,13,12-04-2016
FLR-07296,LAMP,5,1.1274668,3,N-046,8962.9286,,2,0,,,,
FLR-07297,LAMP,5,1.0572295,2,N-003,16063.5542,,2,0,,,,
FLR-07298,RIDGE,5,1.3596298,0,,,1+1+3,,,R1,U,11,31-03-2015
FLR-07299,RIDGE,5,1.3120374,0,,,1+1+3,,,R1,J,4,12/05/2016
FLR-07300,LAMP,5,0.9558589,2,N-045,2504.6175,,2,0,,,,
FLR-07301,LAMP,8,0.3959322,1,N-034,10005.5777,,13,0,,,,
FLR-07302,RIDGE,4,1.0066215,0,,,4R2,,,R1,A,1,02/03/2015
FLR-07303,LAMP,5,0.3384333,1,N-001,593.3884,,2,0,,,,
FLR-07304,RIDGE,7,0.993,6059,,,7D1,,,R1,D,2,09/03/2010
FLR-07305,LAMP,5,0.9749583,1,N-002,14636.2519,,2,0,,,,
FLR-07306,RIDGE,4,0.398,0,,,1+32,,,R1,N,6,23/03/2009
FLR-07307,RIDGE,5,1.1304,5130,,,1+1+3,,,R1,F,3,01/02/2005
FLR-07308,RIDGE,5,1.9741,0,,,5-SMUDGE,,,R2,K,5,03/06/2012
FLR-07309,RIDGE,5,0.97785,5560,,,1+1+3,,,R1,F,3,31/03/2015
FLR-07310,RIDGE,5,0.337,5560,,,5R1,,,R1,F,3,07/02/2005
FLR-07311,LAMP,5,0.7325083,1,N-030,10234.8682,,2,0,,,,
FLR-07312,RIDGE,5,0.8345672,0,,,1+1+3,,,R1,U,11,26/03/2015
FLR-07313,RIDGE,4,1.131719,9999,,,4R2,,,R2,ZZZ,13,12-04-2016
FLR-07314,RIDGE,5,1.0244546,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-07315,LAMP,5,1.2884917,1,N-017,29175.0356,,2,0,,,,
FLR-07316,RIDGE,5,0.302,0,,,5R1,,,R1,V,12,03/02/2010
FLR-07317,LAMP,5,1.3496807,2,N-018,32988.6803,,2,0,,,,
FLR-07318,LAMP,5,1.2852436,2,N-033,18413.2826,,2,0,,,,
FLR-07319,LAMP,5,1.383034,3,N-033,18417.6935,,2,0,,,,
FLR-07320,LAMP,5,0.9504437,2,N-038,4340.7413,,2,0,,,,
FLR-07321,RIDGE,5,1.1443636,5586,,,1+1+3,,,R1,A,1,02-03-2015
FLR-07322,RIDGE,4,0.6035,0,,,4-SMUDGE,,,R1,F,3,04/03/2010
FLR-07323,RIDGE,5,0.7420902,0,,,1+1+3,,,R1,J,4,12/05/2016
FLR-07324,LAMP,5,1.2924,1,N-014,724.6055,,2,0,,,,
FLR-07325,RIDGE,5,1.0445,0,,,1+1+3,,,R1,F,3,04/03/2010
FLR-07326,LAMP,5,0.9000833,1,N-028,27427.101,,2,0,,,,
FLR-07327,RIDGE,5,1.1637,5560,,,1+1+3,,,R1,F,3,01/02/2005
FLR-07328,LAMP,5,0.9235981,2,N-005,864.9621,,2,0,,,,
FLR-07329,RIDGE,5,0.8381397,0,,,1+1+3,,,R1,U,11,26/03/2015
FLR-07330,RIDGE,8,1.333,0,,,8R,,,R1,V,12,03/02/2010
FLR-07331,RIDGE,5,1.3068,0,,,1+1+3,,,R1,J,4,06/02/2010
FLR-07332,RIDGE,5,1.3088,5560,,,1+1+3,,,R1,F,3,31/03/2015
FLR-07333,RIDGE,5,1.3609,0,,,5R3,,,R2,K,5,02/06/2012
FLR-07334,RIDGE,5,0.339,0,,,5R1,,,R1,R,8,08/04/2008
FLR-07335,LAMP,5,0.6266417,5,N-041,3642.676,,15,0,,,,
FLR-07336,RIDGE,5,0.8173,0,,,5-SMUDGE,,,R2,P,7,24/04/2008
FLR-07337,LAMP,21,0.7734917,2,N-003,17699.7838,,17,0,,,,
FLR-07338,RIDGE,5,0.3289,6058,,,5R1,,,R1,U,11,11/02/2010
FLR-07339,RIDGE,5,0.853,0,,,1+1+3,,,R1,N,6,02/04/2010
FLR-07340,LAMP,5,0.9603636,2,N-001,7138.684,,4,0,,,,
FLR-07341,RIDGE,5,0.6836,5987,,,1+1+3,,,R1,J,4,06/02/2010
FLR-07342,RIDGE,5,1.4759,0,,,5R3,,,R2,P,7,05/03/2011
FLR-07343,RIDGE,4,0.5144,5722,,,4D,,,R1,F,3,12/02/2010
FLR-07344,RIDGE,5,1.2799323,0,,,1+1+3,,,R1,F,3,31/03/2015
FLR-07345,RIDGE,5,0.9490994,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-07346,RIDGE,5,1.2511417,0,,,1+1+3,,,R1,J,4,10-04-2015
FLR-07347,RIDGE,8,1.309,0,,,8R,,,R1,N,6,02/04/2010
FLR-07348,LAMP,5,1.3131416,4,N-020,11000.3437,,2,0,,,,
FLR-07349,RIDGE,5,0.9316,0,,,1+1+3,,,R1,F,3,04/03/2010
FLR-07350,LAMP,7,1.2328333,2,N-003,16222.9574,,7,1,,,,
FLR-07351,RIDGE,5,0.872275,5586,,,1+1+3,,,R1,A,1,02-03-2015
FLR-07352,RIDGE,7,0.287,0,,,7i,,,R1,D,2,20/03/2008
FLR-07353,RIDGE,5,1.053,0,,,1+1+3,,,R1,T,10,15/04/2010
FLR-07354,LAMP,5,1.2707,3,N-006,8684.6875,,2,0,,,,
FLR-07355,RIDGE,5,1.125675,5151,,,1+1+3,,,R1,U,11,19-03-2015
FLR-07356,LAMP,5,0.3152833,1,N-003,22153.8902,,2,0,,,,
FLR-07357,RIDGE,5,1.055675,0,,,1+1+3,,,R1,U,11,31-03-2015
FLR-07358,RIDGE,8,0.3462333,5151,,,8i,,,R1,U,11,31-03-2015
FLR-07359,RIDGE,5,1.308325,5560,,,1+1+3,,,R1,F,3,31/03/2015
FLR-07360,RIDGE,5,1.1506,5560,,,1+1+3,,,R1,F,3,03/02/2005
FLR-07361,RIDGE,5,0.8260083,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-07362,RIDGE,5,0.9457,0,,,1+1+3,,,R1,F,3,04/03/2010
FLR-07363,LAMP,9,0.3642731,2,N-001,4463.1708,,11,0,,,,
FLR-07364,RIDGE,5,0.649,0,,,2+3,,,R1,V,12,16/01/2010
FLR-07365,RIDGE,5,1.0399,0,,,5R3,,,R2,K,5,03/06/2012
FLR-07366,RIDGE,4,0.671,0,,,4-SMUDGE,,,R1,V,12,03/02/2010
FLR-07367,RIDGE,5,0.8335,0,,,1+1+3,,,R1,J,4,06/02/2010
FLR-07368,LAMP,6,0.3707417,1,N-001,4353.3251,,16,1,,,,
FLR-07369,RIDGE,5,1.1165,5561,,,1+1+3,,,R1,F,3,02/02/2005
FLR-07370,RIDGE,5,1.3794,5979,,,1+1+3,,,R1,J,4,04/05/2008
FLR-07371,RIDGE,6,0.1532,5703,,,6i,,,R1,F,3,18/02/2005
FLR-07372,RIDGE,5,1.1511118,0,,,1+1+3,,,R1,A,1,02-03-2015
FLR-07373,RIDGE,7,1.2801,5722,,,7D1,,,R1,F,3,12/02/2010
FLR-07374,RIDGE,6,1.060625,5586,,,6-SMUDGE,,,R1,A,1,02-03-2015
FLR-07375,RIDGE,5,1.0076852,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-07376,LAMP,5,0.54569,2,N-017,29118.173,,4,0,,,,
FLR-07377,LAMP,5,0.299575,2,N-028,28092.6421,,4,0,,,,
FLR-07378,RIDGE,5,0.3525,5560,,,5R1,,,R1,F,3,24/02/2008
FLR-07379,RIDGE,5,1.26735,5151,,,1+1+3,,,R1,U,11,26/03/2015
FLR-07380,LAMP,8,0.3211417,2,N-003,17720.453,,13,0,,,,
FLR-07381,RIDGE,5,1.2464,5560,,,1+1+3,,,R1,F,3,01/02/2005
FLR-07382,RIDGE,7,0.3284,5720,,,7i,,,R1,A,1,16-04-2014
FLR-07383,LAMP,4,1.021625,1,N-017,29146.9392,,1,0,,,,
FLR-07384,RIDGE,5,0.346,0,,,5R1,,,R1,V,12,03/02/2010
FLR-07385,RIDGE,5,1.2615333,5560,,,1+1+3,,,R1,F,3,31/03/2015
FLR-07386,RIDGE,4,0.4589666,0,,,1+31,,,R1,A,1,02/03/2015
FLR-07387,RIDGE,5,1.162,0,,,5R3,,,R2,P,7,05/03/2011
FLR-07388,RIDGE,5,0.346,0,,,5R1,,,R1,D,2,04/04/2008
FLR-07389,LAMP,5,0.329272,2,N-040,57.7671,,2,0,,,,
FLR-07390,LAMP,6,1.1322833,1,N-002,13831.7344,,16,1,,,,
FLR-07391,RIDGE,5,1.31115,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-07392,RIDGE,5,0.331,0,,,5R1,,,R1,T,10,15/01/2005
FLR-07393,LAMP,5,1.3142083,2,N-038,3767.1383,,2,0,,,,
FLR-07394,LAMP,6,1.0057167,1,N-002,14531.9386,,16,0,,,,
FLR-07395,RIDGE,5,1.3316934,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-07396,LAMP,6,0.3422301,2,N-046,8916.1414,,10,0,,,,
FLR-07397,RIDGE,5,0.502,0,,,5R2,,,R1,R,8,19/04/2008
FLR-07398,RIDGE,4,0.8789113,0,,,4R2,,,R2,ZZZ,13,12-04-2016
FLR-07399,RIDGE,5,1.302,0,,,1+1+3,,,R1,N,6,23/03/2009
FLR-07400,LAMP,5,1.243475,2,N-003,17410.0493,,2,0,,,,
FLR-07401,RIDGE,6,0.2631533,0,,,6i,,,R1,S,9,01-04-2015
FLR-07402,LAMP,5,1.2003625,2,N-011,906.686,,2,0,,,,
FLR-07403,RIDGE,4,0.754,0,,,1+31,,,R1,A,1,17/03/2010
FLR-07404,RIDGE,4,0.387,0,,,1+32,,,R1,N,6,21/03/2010
FLR-07405,RIDGE,5,1.143,0,,,1+1+3,,,R1,V,12,26/01/2010
FLR-07406,RIDGE,5,1.0418,0,,,5R3,,,R2,P,7,05/03/2011
FLR-07407,LAMP,5,0.8718249,3,N-003,17777.0006,,2,0,,,,
FLR-07408,RIDGE,5,0.748,0,,,1+1+3,,,R1,D,2,27/03/2008
FLR-07409,RIDGE,5,0.249,0,,,5R1,,,R1,R,8,19/04/2008
FLR-07410,RIDGE,5,0.767,0,,,1+1+3,,,R1,A,1,20/01/2010
FLR-07411,LAMP,5,1.2634986,2,N-014,5134.0637,,2,0,,,,
FLR-07412,RIDGE,5,0.336,0,,,5R1,,,R1,T,10,10/03/2010
FLR-07413,RIDGE,5,0.3278,5759,,,5R1,,,R1,S,9,01-04-2015
FLR-07414,LAMP,5,1.2620331,2,N-030,9502.419,,2,0,,,,
FLR-07415,RIDGE,5,0.87825,5586,,,1+1+3,,,R1,A,1,02/03/2015
FLR-07416,LAMP,5,1.1286583,1,N-017,29133.8813,,2,0,,,,
FLR-07417,RIDGE,5,0.1717,0,,,5-SMUDGE,,,R1,F,3,04/03/2010
FLR-07418,LAMP,5,1.1689835,1,N-019,3865.9712,,2,0,,,,
FLR-07419,RIDGE,5,1.1716,5130,,,1+1+3,,,R1,F,3,02/02/2005
FLR-07420,RIDGE,5,1.8184,0,,,5-SMUDGE,,,R2,K,5,03/06/2012
FLR-07421,RIDGE,5,1.1972592,0,,,1+1+3,,,R1,U,11,26/03/2015
FLR-07422,RIDGE,5,0.305713,0,,,5R1,,,R1,J,4,12/05/2016
FLR-07423,RIDGE,5,0.39,0,,,5R1,,,R1,D,2,04/04/2008
FLR-07424,LAMP,5,0.7383083,1,N-031,176.4332,,2,0,,,,
FLR-07425,RIDGE,8,1.55,0,,,8D,,,R1,R,8,19/04/2008
FLR-07426,LAMP,5,0.7810254,3,N-003,15615.9451,,2,0,,,,
FLR-07427,RIDGE,5,0.765075,5979,,,1+1+3,,,R1,J,4,10-04-2015
FLR-07428,RIDGE,5,1.0442,0,,,1+1+3,,,R1,F,3,04/03/2010
FLR-07429,RIDGE,4,0.975,0,,,4R2,,,R1,A,1,26/03/2010
FLR-07430,RIDGE,4,0.9535955,0,,,4R2,,,R1,A,1,02-03-2015
FLR-07431,RIDGE,5,0.1571,0,,,5-SMUDGE,,,R1,F,3,04/03/2010
FLR-07432,LAMP,5,1.471675,1,N-039,21845.8991,,2,0,,,,
FLR-07433,LAMP,5,0.3170917,1,N-027,13134.764,,4,0,,,,
FLR-07434,RIDGE,5,0.3158416,0,,,5R1,,,R1,S,9,01-04-2015
FLR-07435,RIDGE,5,0.969,0,,,1+1+3,,,R1,R,8,19/04/2008
FLR-07436,RIDGE,5,0.7898834,5151,,,1+1+3,,,R1,U,11,26/03/2015
FLR-07437,RIDGE,5,0.3251334,0,,,5R1,,,R1,S,9,07-04-2015
FLR-07438,LAMP,7,1.5733833,1,N-044,26986.1903,,7,0,,,,
FLR-07439,LAMP,5,1.1290917,2,N-032,10040.4059,,2,0,,,,
FLR-07440,LAMP,5,1.2745833,1,N-005,932.2073,,2,0,,,,
FLR-07441,LAMP,5,1.0382136,2,N-003,17378.8956,,2,0,,,,
FLR-07442,RIDGE,5,1.3626674,0,,,1+1+3,,,R1,J,4,10-04-2015
FLR-07443,RIDGE,9,0.345,0,,,9i,,,R1,T,10,14/04/2010
FLR-07444,RIDGE,5,0.552,0,,,5R2,,,R1,N,6,02/04/2010
FLR-07445,LAMP,5,0.8775277,2,N-003,17359.5341,,2,0,,,,
FLR-07446,RIDGE,5,0.787725,5151,,,1+1+3,,,R1,U,11,19-03-2015
FLR-07447,RIDGE,5,1.1649,5151,,,1+1+3,,,R1,U,11,26/03/2015
FLR-07448,LAMP,5,0.3096709,2,N-031,154.5892,,4,0,,,,
FLR-07449,RIDGE,5,1.1832417,5586,,,1+1+3,,,R1,A,1,02-03-2015
FLR-07450,RIDGE,5,0.9922,5151,,,1+1+3,,,R1,U,11,19-03-2015
FLR-07451,LAMP,5,0.3226273,3,N-040,173.7837,,2,1,,,,
FLR-07452,RIDGE,5,1.2409,0,,,5R3,,,R2,K,5,03/06/2012
FLR-07453,RIDGE,5,0.84995,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-07454,RIDGE,5,1.6768,0,,,5-SMUDGE,,,R2,K,5,03/06/2012
FLR-07455,RIDGE,5,0.3349,0,,,5R1,,,R1,A,1,24-04-2016
FLR-07456,RIDGE,5,1.1923126,0,,,1+1+3,,,R1,U,11,26/03/2015
FLR-07457,RIDGE,5,0.857,5727,,,1+1+3,,,R1,F,3,23/01/2005
FLR-07458,RIDGE,5,1.19,0,,,1+1+3,,,R1,R,8,19/04/2008
FLR-07459,LAMP,5,1.1420083,1,N-003,17457.2593,,2,0,,,,
FLR-07460,RIDGE,5,0.3408,5560,,,5R1,,,R1,F,3,23/01/2010
FLR-07461,RIDGE,5,1.2137584,5560,,,1+1+3,,,R1,F,3,31/03/2015
FLR-07462,RIDGE,5,0.312,0,,,5R1,,,R1,V,12,03/02/2010
FLR-07463,LAMP,5,0.9735204,3,N-017,29095.785,,2,0,,,,
FLR-07464,RIDGE,5,0.3694,6035,,,5-SMUDGE,,,R1,U,11,11/02/2010
FLR-07465,RIDGE,4,0.5161,0,,,4D,,,R1,F,3,02/02/2010
FLR-07466,RIDGE,5,0.7384916,0,,,1+1+3,,,R1,S,9,29-04-2014
FLR-07467,RIDGE,5,0.3226834,5586,,,5R1,,,R1,A,1,02-03-2015
FLR-07468,RIDGE,4,0.557,0,,,4D,,,R1,R,8,19/04/2008
FLR-07469,LAMP,5,0.7783383,3,N-009,940.6321,,2,0,,,,
FLR-07470,RIDGE,8,0.3662416,5151,,,8i,,,R1,U,11,26/03/2015
FLR-07471,RIDGE,5,1.393,0,,,1+1+3,,,R1,D,2,20/03/2008
FLR-07472,LAMP,5,0.8488833,2,N-003,17345.0196,,2,0,,,,
FLR-07473,LAMP,5,0.8339,2,N-003,16227.1024,,2,0,,,,
FLR-07474,RIDGE,5,1.2669916,0,,,1+1+3,,,R1,S,9,29-04-2014
FLR-07475,RIDGE,8,1.2804,0,,,8R,,,R2,K,5,03/06/2012
FLR-07476,LAMP,5,0.3498417,1,N-001,4357.8601,,4,0,,,,
FLR-07477,RIDGE,5,0.7679,5981,,,1+1+3,,,R1,J,4,13/04/2010
FLR-07478,LAMP,5,1.42855,1,N-038,3539.2622,,2,0,,,,
FLR-07479,RIDGE,5,0.827,0,,,1+1+3,,,R1,R,8,19/04/2008
FLR-07480,LAMP,5,1.0086231,3,N-003,15804.8583,,2,0,,,,
FLR-07481,RIDGE,7,1.1054,5722,,,7D1,,,R1,F,3,02/02/2010
FLR-07482,LAMP,5,1.1657334,1,N-042,1035.3189,,2,0,,,,
FLR-07483,RIDGE,5,1.2620429,0,,,1+1+3,,,R1,F,3,31/03/2015
FLR-07484,RIDGE,5,0.4927833,5151,,,5R2,,,R1,U,11,31-03-2015
FLR-07485,LAMP,5,0.3141238,1,N-033,19066.3329,,2,0,,,,
FLR-07486,RIDGE,5,0.352,0,,,5R1,,,R1,T,10,15/04/2010
FLR-07487,RIDGE,5,0.828325,5586,,,1+1+3,,,R1,A,1,02/03/2015
FLR-07488,RIDGE,4,0.5139,5722,,,4D,,,R1,F,3,02/02/2010
FLR-07489,RIDGE,9,0.311,5126,,,9i,,,R1,V,12,26/01/2010
FLR-07490,RIDGE,6,0.1891,5703,,,6i,,,R1,F,3,23/01/2005
FLR-07491,RIDGE,5,0.346,0,,,5R1,,,R1,N,6,02/04/2010
FLR-07492,RIDGE,5,1.5589,5987,,,1+1+3,,,R1,J,4,12-05-2016
FLR-07493,RIDGE,7,1.5464328,0,,,7D2,,,R1,S,9,01-04-2015
FLR-07494,LAMP,4,1.0402583,2,N-003,18013.9373,,0,0,,,,
FLR-07495,RIDGE,5,0.989,5719,,,1+1+3,,,R1,A,1,05/02/2009
FLR-07496,LAMP,5,0.31865,1,N-042,2590.8673,,4,0,,,,
FLR-07497,LAMP,5,1.0168334,1,N-012,9566.5979,,2,0,,,,
FLR-07498,RIDGE,5,1.138,0,,,5R3,,,R1,A,1,04/03/2005
FLR-07499,RIDGE,5,1.127,0,,,1+1+3,,,R1,A,1,17/03/2010
FLR-07500,RIDGE,5,0.9917,0,,,5R3,,,R2,P,7,05/03/2011
FLR-07501,RIDGE,5,0.8032,5978,,,1+1+3,,,R1,J,4,03/05/2008
FLR-07502,RIDGE,5,1.5424785,0,,,1+1+3,,,R1,J,4,12/05/2016
FLR-07503,RIDGE,5,0.9932,0,,,1+1+3,,,R1,F,3,04/03/2010
FLR-07504,RIDGE,5,1.092,0,,,1+1+3,,,R1,T,10,15/04/2010
FLR-07505,LAMP,5,0.3241742,2,N-048,463.0126,,2,0,,,,
FLR-07506,RIDGE,5,0.313,0,,,5R1,,,R1,D,2,18/03/2010
FLR-07507,RIDGE,5,0.8705,0,,,1+1+3,,,R1,J,4,06/02/2010
FLR-07508,RIDGE,5,0.6824917,0,,,1+1+3,,,R1,U,11,26/03/2015
FLR-07509,RIDGE,3,0.399,0,,,3D,,,R1,N,6,23/03/2009
FLR-07510,LAMP,5,1.0542667,1,N-002,14757.9491,,2,0,,,,
FLR-07511,RIDGE,5,0.7706246,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-07512,LAMP,5,1.3695083,1,N-035,30832.5912,,2,0,,,,
FLR-07513,LAMP,5,1.3626674,3,N-033,18413.8019,,2,0,,,,
FLR-07514,RIDGE,5,0.3256583,5586,,,5R1,,,R1,A,1,02/03/2015
FLR-07515,LAMP,25,0.636425,2,N-003,17671.1521,,17,0,,,,
FLR-07516,LAMP,5,1.0386333,1,N-003,16110.2532,,2,0,,,,
FLR-07517,RIDGE,6,0.4089,6035,,,6i,,,R1,U,11,01/02/2010
FLR-07518,RIDGE,5,0.795,0,,,1+1+3,,,R1,N,6,03/04/2010
FLR-07519,RIDGE,8,1.2538079,0,,,8R,,,R1,U,11,31-03-2015
FLR-07520,RIDGE,5,1.0260756,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-07521,LAMP,5,1.1139807,3,N-022,27680.1353,,2,0,,,,
FLR-07522,RIDGE,5,0.333625,0,,,5R1,,,R1,S,9,07-04-2015
FLR-07523,RIDGE,4,0.4998,5722,,,4D,,,R1,F,3,27/02/2005
FLR-07524,LAMP,5,1.0786749,2,N-003,17387.5805,,2,0,,,,
FLR-07525,LAMP,5,1.4602833,1,N-042,113.9984,,2,0,,,,
FLR-07526,RIDGE,6,0.1831,5703,,,6i,,,R1,F,3,23/01/2005
FLR-07527,RIDGE,4,1.2829468,0,,,4R2,,,R1,A,1,02/03/2015
FLR-07528,RIDGE,5,0.7098,6035,,,1+1+3,,,R1,U,11,11/02/2010
FLR-07529,LAMP,4,0.8478031,2,N-002,14802.3158,,0,0,,,,
FLR-07530,RIDGE,5,1.3185502,5151,,,1+1+3,,,R1,U,11,19-03-2015
FLR-07531,LAMP,4,1.1164636,1,N-035,30920.9361,,0,0,,,,
FLR-07532,LAMP,8,1.7087776,3,N-018,33079.2311,,9,1,,,,
FLR-07533,RIDGE,6,1.0093334,0,,,6-SMUDGE,,,R1,A,1,02/03/2015
FLR-07534,RIDGE,5,0.4887664,0,,,5R2,,,R1,F,3,19/03/2015
FLR-07535,RIDGE,5,0.4597,5727,,,5R2,,,R1,F,3,04/03/2010
FLR-07536,RIDGE,5,1.3010083,5586,,,1+1+3,,,R1,A,1,02-03-2015
FLR-07537,RIDGE,5,1.0942586,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-07538,RIDGE,5,1.0012,5978,,,1+1+3,,,R1,J,4,31/01/2009
FLR-07539,RIDGE,5,0.829,0,,,1+1+3,,,R1,R,8,19/04/2008
FLR-07540,RIDGE,5,0.4956,5560,,,5R2,,,R1,F,3,03/02/2005
FLR-07541,RIDGE,8,0.3805,5560,,,8i,,,R1,F,3,07/02/2005
FLR-07542,RIDGE,9,0.4121,5979,,,9i,,,R1,J,4,03/05/2008
FLR-07543,LAMP,5,1.254775,1,N-012,9517.0761,,2,0,,,,
FLR-07544,RIDGE,5,0.7871,5727,,,1+1+3,,,R1,F,3,26/01/2005
FLR-07545,RIDGE,5,1.9548,0,,,5-SMUDGE,,,R2,K,5,03/06/2012
FLR-07546,LAMP,5,1.308525,3,N-022,27729.5267,,2,0,,,,
FLR-07547,RIDGE,5,1.1833703,0,,,1+1+3,,,R1,F,3,31/03/2015
FLR-07548,RIDGE,5,0.487982,0,,,5R2,,,R1,U,11,26/03/2015
FLR-07549,LAMP,5,0.7880108,2,N-003,15822.8888,,2,0,,,,
FLR-07550,RIDGE,5,0.8084,5978,,,1+1+3,,,R1,J,4,30/03/2010
FLR-07551,LAMP,5,0.3331461,1,N-022,28438.5507,,2,0,,,,
FLR-07552,RIDGE,5,0.4792331,0,,,5R2,,,R1,U,11,31-03-2015
FLR-07553,LAMP,5,0.5033833,1,N-012,9403.3751,,4,0,,,,
FLR-07554,RIDGE,4,1.3779594,0,,,4R2,,,R1,A,1,02-03-2015
FLR-07555,LAMP,5,1.2476267,1,N-001,7237.0338,,2,0,,,,
FLR-07556,LAMP,3,0.2908199,2,N-001,4357.729,,5,0,,,,
FLR-07557,LAMP,5,1.0174917,1,N-002,14454.2253,,2,0,,,,
FLR-07558,RIDGE,5,0.987,0,,,1+1+3,,,R1,R,8,19/04/2008
FLR-07559,RIDGE,7,1.2949,5722,,,7D1,,,R1,F,3,12/02/2010
FLR-07560,RIDGE,5,1.1474,5981,,,1+1+3,,,R1,J,4,15/02/2007
FLR-07561,RIDGE,5,0.329,0,,,5R1,,,R1,V,12,03/02/2010
FLR-07562,RIDGE,4,0.8894789,0,,,4R2,,,R1,A,1,16-04-2014
FLR-07563,RIDGE,5,0.6513,5561,,,5-SMUDGE,,,R1,F,3,03/02/2005
FLR-07564,RIDGE,5,1.243475,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-07565,RIDGE,5,1.056,0,,,1+1+3,,,R1,T,10,15/04/2010
FLR-07566,RIDGE,5,1.089,0,,,1+1+3,,,R1,R,8,19/04/2008
FLR-07567,RIDGE,5,1.3142083,0,,,1+1+3,,,R1,J,4,24-04-2014
FLR-07568,LAMP,20,1.1781318,2,N-011,1948.1913,,17,0,,,,
FLR-07569,RIDGE,5,0.327,0,,,5R1,,,R1,D,2,04/04/2008
FLR-07570,LAMP,5,1.1274584,1,N-004,24987.6635,,2,0,,,,
FLR-07571,LAMP,5,0.9001793,2,N-002,14405.8912,,2,0,,,,
FLR-07572,LAMP,5,1.011152,2,N-003,16115.0045,,2,0,,,,
FLR-07573,LAMP,11,0.2969,2,N-003,17698.426,,17,0,,,,
FLR-07574,RIDGE,5,0.331,0,,,5R1,,,R1,N,6,02/04/2010
FLR-07575,RIDGE,5,0.65,0,,,2+3,,,R1,V,12,26/01/2010
FLR-07576,RIDGE,5,1.2764916,5560,,,1+1+3,,,R1,F,3,31/03/2015
FLR-07577,LAMP,16,0.7542167,1,N-024,7476.6432,,17,1,,,,
FLR-07578,LAMP,5,1.2630665,3,N-019,3739.825,,2,0,,,,
FLR-07579,LAMP,5,0.4930333,1,N-021,19937.2607,,4,0,,,,
FLR-07580,RIDGE,5,1.2322,5978,,,1+1+3,,,R1,J,4,31/01/2009
FLR-07581,RIDGE,5,1.2397833,0,,,1+1+3,,,R1,U,11,26/03/2015
FLR-07582,LAMP,5,1.2840083,1,N-001,7233.1986,,2,0,,,,
FLR-07583,RIDGE,5,0.7449,5727,,,1+1+3,,,R1,F,3,26/01/2005
FLR-07584,RIDGE,5,1.1251,0,,,5R3,,,R2,P,7,24/04/2008
FLR-07585,RIDGE,5,2.0484481,0,,,5-SMUDGE,,,R2,ZZZ,13,12-04-2016
FLR-07586,LAMP,5,0.75086,2,N-003,17301.4083,,4,0,,,,
FLR-07587,RIDGE,5,0.8169206,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-07588,RIDGE,7,0.3127083,0,,,7i,,,R1,A,1,02-03-2015
FLR-07589,RIDGE,5,0.8604444,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-07590,LAMP,5,1.2557917,1,N-011,2157.37,,2,0,,,,
FLR-07591,RIDGE,5,0.926875,5586,,,1+1+3,,,R1,A,1,02/03/2015
FLR-07592,RIDGE,5,1.0387248,5719,,,1+1+3,,,R1,A,1,16-04-2014
FLR-07593,LAMP,5,1.2558844,3,N-003,17958.7901,,2,0,,,,
FLR-07594,LAMP,5,1.250525,3,N-020,11644.1905,,2,0,,,,
FLR-07595,LAMP,5,0.969225,2,N-003,15917.9997,,2,0,,,,
FLR-07596,RIDGE,5,1.0302692,0,,,1+1+3,,,R1,U,11,26/03/2015
FLR-07597,LAMP,5,0.8600301,2,N-002,14760.3358,,2,0,,,,
FLR-07598,RIDGE,5,0.3545,6035,,,5R1,,,R1,U,11,11/02/2010
